"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","sample","fraction_overlap","overlap","padj"
"Mitotic Spindle","2/199",0.574549089424671,0.699733462806523,0,0,1.04233661998033,0.577631411737117,"MARCKS;FLNB","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0100502512562814,2,0.69440342071156
"G2-M Checkpoint","2/200",0.577280106815382,0.699733462806523,0,0,1.03701940874716,0.5697671642497,"MARCKS;EFNA5","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.69440342071156
"Complement","2/200",0.577280106815382,0.699733462806523,0,0,1.03701940874716,0.5697671642497,"CSRP1;TIMP2","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.69440342071156
"Oxidative Phosphorylation","2/200",0.577280106815382,0.699733462806523,0,0,1.03701940874716,0.5697671642497,"CYB5R3;SDHB","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.69440342071156
"KRAS Signaling Up","2/200",0.577280106815382,0.699733462806523,0,0,1.03701940874716,0.5697671642497,"ID2;SOX9","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.69440342071156
"Interferon Alpha Response","1/97",0.610491425973409,0.71822520702754,0,0,1.06939019097222,0.527734466600473,"IFITM2","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0103092783505155,1,0.709490035590719
"Spermatogenesis","1/135",0.731122538158325,0.835568615038085,0,0,0.764653296019901,0.23946968610985,"HSPA4L","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.00740740740740741,1,0.777625031751434
"Interferon Gamma Response","1/200",0.857601268970112,0.857601268970112,0,0,0.513190954773869,0.0788343463225012,"IFITM2","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.884034184794533
"mTORC1 Signaling","1/200",0.857601268970112,0.857601268970112,0,0,0.513190954773869,0.0788343463225012,"SLC6A6","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.884034184794533
"E2F Targets","1/200",0.857601268970112,0.857601268970112,0,0,0.513190954773869,0.0788343463225012,"PAICS","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.884034184794533
"Myc Targets V1","1/200",0.857601268970112,0.857601268970112,0,0,0.513190954773869,0.0788343463225012,"RPS2","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.884034184794533
"KRAS Signaling Dn","1/200",0.857601268970112,0.857601268970112,0,0,0.513190954773869,0.0788343463225012,"TENM2","de/p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.884034184794533
"Epithelial Mesenchymal Transition","17/200",2.36939124776605e-10,9.95144324061742e-09,0,0,8.3444628264902,184.940147592146,"ECM1;POSTN;SPARC;CADM1;IGFBP4;MMP2;GREM1;SFRP1;NT5E;CXCL12;ID2;COL8A2;SERPINH1;TIMP3;GAS1;CCN2;PFN2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.085,17,2.37728921859194e-08
"Estrogen Response Late","13/200",7.42019035399656e-07,1.55823997433928e-05,0,0,6.13079924844631,86.52943196718,"FOXC1;ELOVL5;IGFBP4;HSPB8;HSPA4L;HR;CXCL14;PRLR;CXCL12;ID2;FLNB;SLC29A1;NBL1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.065,13,3.19068185221852e-05
"Notch Signaling","6/32",1.73231976568954e-06,2.42524767196536e-05,0,0,19.8915015115888,263.881636573676,"LFNG;FZD1;TCF7L2;NOTCH1;FZD7;HES1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.1875,6,6.13444999379473e-05
"Estrogen Response Early","12/200",4.57335758921931e-06,4.80202546868027e-05,0,0,5.60356836179754,68.8973463017644,"FOXC1;ABLIM1;CXCL12;ELOVL5;IGFBP4;KRT15;HSPB8;FLNB;HR;HES1;AQP3;NBL1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.06,12,0.000143777378248824
"Apoptosis","9/161",0.000124439515285018,0.00104529192839415,0,0,5.13847810898929,46.2036062415481,"APP;DAP;GSTM1;CDKN1B;GSN;MMP2;TIMP2;TIMP3;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0559006211180124,9,0.00187281470503952
"UV Response Dn","8/144",0.000308082973716702,0.00215658081601691,0,0,5.08655091992744,41.1254835077406,"FZD2;CDKN1B;CITED2;NFIB;ID1;PLPP3;ADGRL2;RUNX1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0555555555555556,8,0.00394608404632882
"Myogenesis","9/200",0.000618583577490289,0.00324756378182402,0,0,4.08112866607978,30.151697916711,"APP;ABLIM1;SPARC;GSN;NOTCH1;DAPK2;FST;HSPB8;IGFBP7","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.045,9,0.0062064552274859
"Xenobiotic Metabolism","9/200",0.000618583577490289,0.00324756378182402,0,0,4.08112866607978,30.151697916711,"ALDH3A1;ELOVL5;IGFBP4;ID2;EPHX1;CAT;APOE;COMT;NDRG2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.045,9,0.0062064552274859
"Angiogenesis","4/36",0.000814626141158343,0.00380158865873893,0,0,10.6780303030303,75.9504939663024,"APP;POSTN;S100A4;FGFR1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.111111111111111,4,0.00721183730849003
"Coagulation","7/138",0.00124564958174475,0.00523172824332796,0,0,4.60151332529798,30.7753726786369,"SPARC;GSN;CSRP1;S100A1;MMP2;CAPN2;TIMP3","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0507246376811594,7,0.00973871491182262
"IL-2/STAT5 Signaling","8/199",0.00250309572541261,0.00903566048924339,0,0,3.61168900062274,21.6348370501728,"ECM1;NT5E;ALCAM;CD81;S100A1;COL6A1;PHLDA1;HOPX","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0402010050251256,8,0.0167429291855377
"p53 Pathway","8/200",0.00258161728264097,0.00903566048924339,0,0,3.59269456681351,21.410085647202,"APP;NOTCH1;KRT17;CD81;VDR;HSPA4L;EPHX1;S100A4","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.04,8,0.0168927565668463
"TGF-beta Signaling","4/54",0.00370967888764279,0.0119851164062305,0,0,6.82770562770563,38.213370856344,"SKI;ID2;ID1;ID3","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0740740740740741,4,0.0223322669036096
"Adipogenesis","7/200",0.00956693118295781,0.0267874073122819,0,0,3.11344423234251,14.4757808551949,"APLP2;HSPB8;CAT;CYP4B1;APOE;AGPAT3;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.035,7,0.0442599971388229
"Apical Junction","7/200",0.00956693118295781,0.0267874073122819,0,0,3.11344423234251,14.4757808551949,"ACTN1;MMP2;ZYX;MAP3K20;MSN;NRTN;CD34","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.035,7,0.0442599971388229
"Apical Surface","3/44",0.0148857501816522,0.039075094226837,0,0,6.22077375946173,26.1729779964751,"APP;GAS1;EFNA5","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0681818181818182,3,0.061378230201059
"Reactive Oxygen Species Pathway","3/49",0.0198439038818096,0.0490261154727062,0,0,5.54319715142429,21.7285480734362,"CAT;MGST1;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0612244897959184,3,0.0746626883553088
"KRAS Signaling Dn","6/200",0.0311088316239392,0.0725872737891914,0,0,2.64318192049701,9.17253780880926,"LFNG;TFAP2B;TENM2;KRT15;SELENOP;PDK2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,6,0.100328936876548
"Pperoxisome","4/104",0.0343572086112824,0.0759475137723085,0,0,3.40519480519481,11.4787190382291,"CADM1;ELOVL5;CAT;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0384615384615385,4,0.107166008207212
"Wnt-beta Catenin Signaling","2/42",0.0871638722116083,0.153142289030404,0,0,4.23283261802575,10.3279648924679,"FZD1;NOTCH1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0476190476190476,2,0.204514995271424
"TNF-alpha Signaling via NF-kB","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"ID2;HES1;PLPP3;SERPINB8;PHLDA1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"Hypoxia","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"EFNA3;CDKN1B;CITED2;S100A4;CCN2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"Glycolysis","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"NT5E;EFNA3;CITED2;SOX9;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"heme Metabolism","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"CAT;PDZK1IP1;AQP3;NUDT4;TNS1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"Androgen Response","3/100",0.113643621450997,0.187481352759058,0,0,2.62193387842161,5.70188776137391,"ELOVL5;ACTN1;SELENOP","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,3,0.244632244019441
"UV Response Up","4/158",0.116059885041322,0.187481352759058,0,0,2.20509360769101,4.74899757856908,"LHX2;EPCAM;EPHX1;AQP3","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0253164556962025,4,0.246014263362238
"Bile Acid Metabolism","3/112",0.145186674315697,0.225845937824418,0,0,2.33185700727618,4.49986597814112,"CAT;SLC29A1;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0267857142857143,3,0.288807836021772
"Mitotic Spindle","4/199",0.206965563720399,0.310448345580599,0,0,1.73781773781774,2.73741546797931,"SUN2;GSN;PALLD;FLNB","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0201005025125628,4,0.363752837453481
"Cholesterol Homeostasis","2/74",0.215993819537642,0.312818635192446,0,0,2.34775870290892,3.59795308956814,"GSTM2;ALCAM","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.027027027027027,2,0.365605551800993
"Fatty Acid Metabolism","3/158",0.284149749797823,0.397809649716952,0,0,1.63598442714127,2.05848377232219,"ALDH3A1;ELOVL5;EPHX1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0189873417721519,3,0.426848888456847
"Protein Secretion","2/96",0.311583777172908,0.422145762621359,0,0,1.79627431284814,2.09461217732902,"CD63;SOD1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0208333333333333,2,0.451984177971303
"Pancreas Beta Cells","1/40",0.377023487922292,0.494843327898009,0,0,2.16151654613193,2.10844654076914,"VDR","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,1,0.500499165164666
"G2-M Checkpoint","3/200",0.418167415432611,0.532213074186959,0,0,1.28443899877472,1.11986821140841,"CDKN1B;MAP3K20;EFNA5","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.015,3,0.53901872389761
"Interferon Alpha Response","1/97",0.683132953280953,0.776219949852083,0,0,0.875578703703704,0.333653079595966,"IFITM2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0103092783505155,1,0.741487333379871
"Complement","2/200",0.683812812964931,0.776219949852083,0,0,0.848268088611436,0.322402155054075,"CSRP1;TIMP2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"mTORC1 Signaling","2/200",0.683812812964931,0.776219949852083,0,0,0.848268088611436,0.322402155054075,"ELOVL5;SERPINH1","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"KRAS Signaling Up","2/200",0.683812812964931,0.776219949852083,0,0,0.848268088611436,0.322402155054075,"ID2;SOX9","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"PI3K/AKT/mTOR  Signaling","1/105",0.711860221279395,0.786792876150911,0,0,0.807897764628534,0.274583206744427,"CDKN1B","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.00952380952380952,1,0.76388565634616
"Spermatogenesis","1/135",0.798313106969799,0.859721807505937,0,0,0.626068376068376,0.141024652568319,"HSPA4L","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.00740740740740741,1,0.843106449828396
"Interferon Gamma Response","1/200",0.907060773986404,0.907060773986404,0,0,0.420177812137611,0.040986591589681,"IFITM2","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"E2F Targets","1/200",0.907060773986404,0.907060773986404,0,0,0.420177812137611,0.040986591589681,"CDKN1B","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"Oxidative Phosphorylation","1/200",0.907060773986404,0.907060773986404,0,0,0.420177812137611,0.040986591589681,"CYB5R3","de/p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"Epithelial Mesenchymal Transition","16/200",1.04928527291463e-09,5.03656930999024e-08,0,0,8.15102974828375,168.523816472699,"ECM1;POSTN;SPARC;CADM1;IGFBP4;TPM2;TPM1;GREM1;SFRP1;MMP14;NT5E;ID2;COL8A2;GAS1;CCN2;PFN2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.08,16,9.02385334706585e-08
"IL-2/STAT5 Signaling","11/199",1.64845439084532e-05,0.000395629053802877,0,0,5.35536388944124,58.9790902994923,"ECM1;NT5E;ALCAM;S100A1;MYC;ODC1;COL6A1;LRIG1;SLC39A8;PHLDA1;HOPX","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0552763819095477,11,0.000413487309703701
"Estrogen Response Early","8/200",0.0019724031324472,0.0213396536195013,0,0,3.76017665130568,23.4202701073079,"IGFBP4;MYC;ENDOD1;LRIG1;FLNB;HES1;AQP3;NBL1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.04,8,0.0143058636835327
"p53 Pathway","8/200",0.0019724031324472,0.0213396536195013,0,0,3.76017665130568,23.4202701073079,"APP;VDR;EPHX1;MKNK2;S100A4;FOXO3;RCHY1;IP6K2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.04,8,0.0143058636835327
"Reactive Oxygen Species Pathway","4/49",0.00222288058536472,0.0213396536195013,0,0,7.93564605329311,48.4784757753565,"SBNO2;PRDX1;CAT;MGST1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0816326530612245,4,0.0155673774848718
"Notch Signaling","3/32",0.00547856060767215,0.036636647100134,0,0,9.20130475302889,47.910392188636,"TCF7L2;FZD7;HES1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.09375,3,0.031114089488855
"UV Response Dn","6/144",0.00584026801716838,0.036636647100134,0,0,3.89855072463768,20.0501629082337,"FZD2;CDKN1B;NFIB;MYC;ID1;ATRX","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0416666666666667,6,0.0328583303395828
"Angiogenesis","3/36",0.0076312864486605,0.036636647100134,0,0,8.08435708435708,39.4152736182913,"APP;POSTN;S100A4","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0833333333333333,3,0.0392721893772804
"Estrogen Response Late","7/200",0.00763263481252792,0.036636647100134,0,0,3.257926510434,15.8834413463516,"RABEP1;IGFBP4;ID2;FLNB;NBL1;CXCL14;PRLR","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.035,7,0.0392721893772804
"Myc Targets V1","7/200",0.00763263481252792,0.036636647100134,0,0,3.257926510434,15.8834413463516,"MYC;IMPDH2;ODC1;RPL14;RPS2;DEK;RPL6","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.035,7,0.0392721893772804
"UV Response Up","6/158",0.00904671389585168,0.0394765697273528,0,0,3.53695025234319,16.6426019305463,"MMP14;LHX2;EPHX1;AQP3;SQSTM1;GRINA","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0379746835443038,6,0.0439203368169573
"TNF-alpha Signaling via NF-kB","6/200",0.0258945228288954,0.0956105458297676,0,0,2.76528738878689,10.1035963640264,"ABCA1;MYC;ID2;HES1;PHLDA1;SQSTM1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.03,6,0.0885710383124718
"Xenobiotic Metabolism","6/200",0.0258945228288954,0.0956105458297676,0,0,2.76528738878689,10.1035963640264,"SLC6A6;IGFBP4;ID2;EPHX1;CAT;APOE","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.03,6,0.0885710383124718
"Apoptosis","5/161",0.0356791165122998,0.122328399470742,0,0,2.85824592074592,9.52707595742936,"APP;GSTM1;CDKN1B;TIMP2;SQSTM1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.031055900621118,5,0.110715608971157
"Coagulation","4/138",0.0706567117074614,0.202417928092566,0,0,2.65293442290808,7.03006975599439,"MMP14;SPARC;CSRP1;S100A1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0289855072463768,4,0.1907404328976
"Hypoxia","5/200",0.0759067230347123,0.202417928092566,0,0,2.28205128205128,5.88369876580532,"SLC6A6;CDKN1B;S100A4;CCN2;FOXO3","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.025,5,0.191999358264272
"Myogenesis","5/200",0.0759067230347123,0.202417928092566,0,0,2.28205128205128,5.88369876580532,"APP;SPARC;TPM2;FST;IGFBP7","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.025,5,0.191999358264272
"heme Metabolism","5/200",0.0759067230347123,0.202417928092566,0,0,2.28205128205128,5.88369876580532,"CAT;ENDOD1;CIR1;FOXO3;AQP3","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.025,5,0.191999358264272
"Wnt-beta Catenin Signaling","2/42",0.0809276593015037,0.204448823498536,0,0,4.42488789237668,11.1250514504756,"NCSTN;MYC","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0476190476190476,2,0.202660628561109
"Apical Surface","2/44",0.087649283687753,0.210358280850607,0,0,4.21375186846039,10.2580074396722,"APP;GAS1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0454545454545455,2,0.204514995271424
"Protein Secretion","3/96",0.094109639954071,0.215107748466448,0,0,2.8599244405696,6.75884454139585,"ABCA1;GNAS;KIF1B","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.03125,3,0.212984974632897
"Pperoxisome","3/104",0.112603273411449,0.24001313876094,0,0,2.63232539470163,5.74869460883306,"CADM1;PRDX1;CAT","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0288461538461538,3,0.244632244019441
"PI3K/AKT/mTOR  Signaling","3/105",0.115006295656284,0.24001313876094,0,0,2.60638579756227,5.63700886015117,"CDKN1B;MKNK2;SQSTM1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0285714285714286,3,0.245509893564124
"TGF-beta Signaling","2/54",0.123453002158853,0.246906004317705,0,0,3.40169023801311,7.11597793186902,"ID2;ID1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.037037037037037,2,0.258051067012602
"Bile Acid Metabolism","3/112",0.132352101083308,0.254116034079951,0,0,2.43813538308951,4.93061552440924,"ABCA1;NEDD4;CAT","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0267857142857143,3,0.269175556932943
"G2-M Checkpoint","4/200",0.188941265776514,0.312730370940436,0,0,1.80801551389787,3.01273073925824,"CDKN1B;MYC;ODC1;ATRX","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.02,4,0.347836825680309
"Adipogenesis","4/200",0.188941265776514,0.312730370940436,0,0,1.80801551389787,3.01273073925824,"ABCA1;CAT;APOE;ACADM","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.02,4,0.347836825680309
"Apical Junction","4/200",0.188941265776514,0.312730370940436,0,0,1.80801551389787,3.01273073925824,"ADAM15;ACTN1;ZYX;CD34","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.02,4,0.347836825680309
"Inflammatory Response","4/200",0.188941265776514,0.312730370940436,0,0,1.80801551389787,3.01273073925824,"ABCA1;MMP14;MYC;KIF1B","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.02,4,0.347836825680309
"Cholesterol Homeostasis","2/74",0.202464418608793,0.32394306977407,0,0,2.45428500249128,3.91996220811997,"GSTM2;ALCAM","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.027027027027027,2,0.361672344221049
"DNA Repair","3/150",0.23868538111169,0.369577364301971,0,0,1.8043758043758,2.58496500100507,"SNAPC5;IMPDH2;NELFE","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.02,3,0.385224127156132
"Fatty Acid Metabolism","3/158",0.262769701974472,0.394154552961708,0,0,1.71054925893636,2.28611023510128,"EPHX1;ODC1;ACADM","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0189873417721519,3,0.403681570992458
"Androgen Response","2/100",0.310472504438317,0.451596370092097,0,0,1.80076873798847,2.10628704333869,"ACTN1;SLC38A2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.02,2,0.451984177971303
"Pancreas Beta Cells","1/40",0.364277949247881,0.507705572076657,0,0,2.25915750915751,2.28138333998257,"VDR","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.025,1,0.488408297209853
"Complement","3/200",0.391356378475756,0.507705572076657,0,0,1.34298257648511,1.2599012158923,"MMP14;CSRP1;TIMP2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.015,3,0.514402925420099
"mTORC1 Signaling","3/200",0.391356378475756,0.507705572076657,0,0,1.34298257648511,1.2599012158923,"SLC6A6;PRDX1;SQSTM1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.015,3,0.514402925420099
"E2F Targets","3/200",0.391356378475756,0.507705572076657,0,0,1.34298257648511,1.2599012158923,"CDKN1B;MYC;DEK","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.015,3,0.514402925420099
"Spermatogenesis","2/135",0.449980334139392,0.568396211544496,0,0,1.32452206750059,1.0576989501218,"ZC3H14;TSN","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0148148148148148,2,0.575134100110221
"Myc Targets V2","1/58",0.48166783140353,0.592821946342806,0,0,1.54432957393484,1.12813360154664,"MYC","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0172413793103448,1,0.611738469419673
"Mitotic Spindle","2/199",0.657918128282452,0.727809482938998,0,0,0.89130682206187,0.373167688085727,"KIF1B;FLNB","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0100502512562814,2,0.732389728611957
"Oxidative Phosphorylation","2/200",0.660610668831051,0.727809482938998,0,0,0.886759976446075,0.367642364827795,"CYB5R3;ACADM","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.01,2,0.732389728611957
"Glycolysis","2/200",0.660610668831051,0.727809482938998,0,0,0.886759976446075,0.367642364827795,"NT5E;SOX9","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.01,2,0.732389728611957
"KRAS Signaling Up","2/200",0.660610668831051,0.727809482938998,0,0,0.886759976446075,0.367642364827795,"ID2;SOX9","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.01,2,0.732389728611957
"Interferon Alpha Response","1/97",0.667158692694082,0.727809482938998,0,0,0.915132068452381,0.370378968988391,"IFITM2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.0103092783505155,1,0.738289582723965
"Unfolded Protein Response","1/113",0.722536257824595,0.770705341679568,0,0,0.783761160714286,0.254712718484425,"CXXC1","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.00884955752212389,1,0.771217778741855
"Interferon Gamma Response","1/200",0.897114183920132,0.897114183920132,0,0,0.439160086145011,0.0476805458252078,"IFITM2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"Allograft Rejection","1/200",0.897114183920132,0.897114183920132,0,0,0.439160086145011,0.0476805458252078,"EIF4G3","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"KRAS Signaling Dn","1/200",0.897114183920132,0.897114183920132,0,0,0.439160086145011,0.0476805458252078,"TENM2","de/mast_p60_de_up5_vs_middle5_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"Epithelial Mesenchymal Transition","25/200",1.83735055164245e-11,8.81928264788377e-10,0,0,6.03306300686213,149.137989652529,"ITGB1;ECM1;SPARC;SDC4;LAMA3;PLOD3;FBLN1;LAMC2;NT5E;CALD1;ITGAV;CCN2;POSTN;TPM1;GREM1;SFRP1;MMP14;CXCL12;ID2;COL6A2;COL8A2;PMP22;SDC1;GAS1;PFN2","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.125,25,5.53042516044378e-09
"Androgen Response","12/100",5.26139105720412e-06,0.000126273385372899,0,0,5.62507237984945,68.3734022602144,"SPCS3;STEAP4;ZMIZ1;ACTN1;SELENOP;MAP7;LIFR;ITGAV;SGK1;PDLIM5;SLC38A2;PLPP1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.12,12,0.000150826543639851
"Apical Junction","16/200",3.01006697153907e-05,0.000481610715446251,0,0,3.59985103807839,37.4779164553197,"COL17A1;ITGB1;SRC;ACTN1;LAMA3;LAMC2;PKD1;EGFR;RRAS;ZYX;MAP3K20;NRTN;LDLRAP1;HADH;NECTIN4;CD34","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.08,16,0.000647164398880899
